id,case_id,number_of_paper,title,activity,created_at,updated_at,aktor
2950,217,0,THE EFFECT OF NEGATIVE CORONA PLASMA RADIATION AT ATMOSPHERIC CONDITIONS ON ORGANIC SILK FABRIC GRADUATELY AND CONTINUOUSLY,Full Paper Progress 1 was Changed to Revised,2023-03-16 13:53:24,2023-03-16 06:53:24,Administrator
2951,217,0,THE EFFECT OF NEGATIVE CORONA PLASMA RADIATION AT ATMOSPHERIC CONDITIONS ON ORGANIC SILK FABRIC GRADUATELY AND CONTINUOUSLY,Full Paper Progress 2 was Changed to Revised,2023-03-16 13:53:24,2023-03-16 06:53:24,Administrator
2952,219,0,Anti-Bacterial and Anti-Oxidant Properties of Green Silver Nanoparticles Synthesized Using Leaf Extract of Gandaria (Bouea macrophylla Griff),Full Paper Progress 1 was Changed to Revised,2023-03-16 14:00:44,2023-03-16 07:00:44,Administrator
2953,219,0,Anti-Bacterial and Anti-Oxidant Properties of Green Silver Nanoparticles Synthesized Using Leaf Extract of Gandaria (Bouea macrophylla Griff),Full Paper Progress 2 was Changed to Revised,2023-03-16 14:00:44,2023-03-16 07:00:44,Administrator
2954,241,0,Plant,Revised Full Paper was uploaded,2023-03-17 06:27:36,2023-03-16 23:27:36,Muhamad Muhaimin
2955,196,0,babababaabbaabab,Full Paper Acceptance was Changed to No,2023-03-19 07:26:46,2023-03-19 00:26:46,Administrator
2956,286,0,Chi-Square Feature Selection and Multinomial Naïve Bayes Algorithm for Tokopedia Customer Satisfaction Sentiment Analysis,Full Paper Progress 1 was Changed to Revised,2023-03-19 10:05:06,2023-03-19 03:05:06,Administrator
2957,219,0,Anti-Bacterial,Revised Full Paper was uploaded,2023-03-25 14:42:17,2023-03-25 07:42:17,Philipus J. Patty
2958,222,0,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Full Paper Acceptance was Changed to Yes,2023-03-27 07:22:44,2023-03-27 00:22:44,Administrator
2959,222,0,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Full Paper Progress 1 was Changed to Passed,2023-03-27 07:22:44,2023-03-27 00:22:44,Administrator
2960,222,0,Phylogenetic and Full-length Genome Mutation Analysis of SARS-CoV-2 in COVID-19 Samples from Intibios Lab in Semarang ,Full Paper Progress 2 was Changed to Passed,2023-03-27 07:22:44,2023-03-27 00:22:44,Administrator
2961,224,0,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Full Paper Acceptance was Changed to Yes,2023-03-27 07:25:28,2023-03-27 00:25:28,Administrator
2962,224,0,"Antibacterial Activity of Patchouli Oil (Pogostemon cablin Benth.), Clove Oil (Syzygium aromaticum), and Lemongrass Oil (Cymbopogon citratus) Against Escherichia coli and Bacillus subtilis",Full Paper Revision Progress 1 was Changed to Passed,2023-03-27 07:25:28,2023-03-27 00:25:28,Administrator
2963,226,0,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Full Paper Acceptance was Changed to Yes,2023-03-27 07:28:39,2023-03-27 00:28:39,Administrator
2964,226,0,Report on Possible Contaminant Microbes on Chlorophyceae Cultures using TufA Marker Gene,Full Paper Revision Progress 1 was Changed to Passed,2023-03-27 07:28:39,2023-03-27 00:28:39,Administrator
2965,264,0,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Plagiarism was uploaded,2023-04-05 12:35:54,2023-04-05 05:35:54,Pepi Novianti
2966,231,0,Automatic identification of covid-19 from lung image based on the relationship between parameter of entropy and correlation,Full Paper Progress 1 was Changed to Revised,2023-04-11 13:37:27,2023-04-11 06:37:27,Administrator
2967,231,0,Automatic identification of covid-19 from lung image based on the relationship between parameter of entropy and correlation,Full Paper Progress 2 was Changed to Revised,2023-04-11 13:37:27,2023-04-11 06:37:27,Administrator
2968,277,0,Enhanced visible light photodegradation of ciprofloxacin using Bi2O3/C-dots,Full Paper Progress 1 was Changed to Revised,2023-04-11 13:40:40,2023-04-11 06:40:40,Administrator
2969,277,0,Enhanced visible light photodegradation of ciprofloxacin using Bi2O3/C-dots,Full Paper Progress 2 was Changed to Revised,2023-04-11 13:40:40,2023-04-11 06:40:40,Administrator
2970,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Full Paper Progress 1 was Changed to Revised,2023-04-11 13:54:18,2023-04-11 06:54:18,Administrator
2971,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Full Paper Progress 2 was Changed to Revised,2023-04-11 13:54:18,2023-04-11 06:54:18,Administrator
2972,251,0,A Critical Review: Ozone Micro-bubbles Effects on the Removal of Persistent Antibiotics in Hospital Wastewaters (HWWs),Full Paper Acceptance was Changed to No,2023-04-11 13:58:20,2023-04-11 06:58:20,Administrator
2973,251,0,A Critical Review: Ozone Micro-bubbles Effects on the Removal of Persistent Antibiotics in Hospital Wastewaters (HWWs),Full Paper Progress 1 was Changed to Revised,2023-04-11 13:58:32,2023-04-11 06:58:32,Administrator
2974,251,0,A Critical Review: Ozone Micro-bubbles Effects on the Removal of Persistent Antibiotics in Hospital Wastewaters (HWWs),Full Paper Progress 2 was Changed to Revised,2023-04-11 13:58:32,2023-04-11 06:58:32,Administrator
2975,282,0,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:00:44,2023-04-11 07:00:44,Administrator
2976,282,0,Turbulence Motion Detector Design for Study of Atmospheric Anomaly Identification as Natural Disaster Mitigation,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:00:44,2023-04-11 07:00:44,Administrator
2977,195,0,A study of light polarization on motorcycle lubricant oil,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:02:31,2023-04-11 07:02:31,Administrator
2978,195,0,A study of light polarization on motorcycle lubricant oil,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:02:31,2023-04-11 07:02:31,Administrator
2979,206,0,Design of Antipodal Antenna Vivaldi for Microwave Imaging in Medical Application,Full Paper Acceptance was Changed to No,2023-04-11 14:04:01,2023-04-11 07:04:01,Administrator
2980,206,0,Design of Antipodal Antenna Vivaldi for Microwave Imaging in Medical Application,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:04:01,2023-04-11 07:04:01,Administrator
2981,206,0,Design of Antipodal Antenna Vivaldi for Microwave Imaging in Medical Application,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:04:01,2023-04-11 07:04:01,Administrator
2982,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:05:46,2023-04-11 07:05:46,Administrator
2983,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:05:46,2023-04-11 07:05:46,Administrator
2984,232,0,"Automatic identification of covid-19 from lung image using parameter of contrast, homogeneity, correlation and energy",Full Paper Progress 1 was Changed to Revised,2023-04-11 14:07:23,2023-04-11 07:07:23,Administrator
2985,232,0,"Automatic identification of covid-19 from lung image using parameter of contrast, homogeneity, correlation and energy",Full Paper Progress 2 was Changed to Revised,2023-04-11 14:07:23,2023-04-11 07:07:23,Administrator
2986,205,0,Design of Vivaldi Tapered Slot Antenna for Microwave Imaging in Medical Application,Full Paper Acceptance was Changed to No,2023-04-11 14:10:43,2023-04-11 07:10:43,Administrator
2987,205,0,Design of Vivaldi Tapered Slot Antenna for Microwave Imaging in Medical Application,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:10:43,2023-04-11 07:10:43,Administrator
2988,205,0,Design of Vivaldi Tapered Slot Antenna for Microwave Imaging in Medical Application,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:10:43,2023-04-11 07:10:43,Administrator
2989,219,0,Anti-Bacterial and Anti-Oxidant Properties of Green Silver Nanoparticles Synthesized Using Leaf Extract of Gandaria (Bouea macrophylla Griff),Full Paper Progress 1 was Changed to Revised,2023-04-11 14:11:46,2023-04-11 07:11:46,Administrator
2990,219,0,Anti-Bacterial and Anti-Oxidant Properties of Green Silver Nanoparticles Synthesized Using Leaf Extract of Gandaria (Bouea macrophylla Griff),Full Paper Progress 2 was Changed to Revised,2023-04-11 14:11:46,2023-04-11 07:11:46,Administrator
2991,279,0,Linear Attenuation Coefficient and Image Quality of Polyvinyl Alcohol Filament Using Computed Radiography-Mammography as Equivalent Phantom Tissue,Full Paper Progress 1 was Changed to Revised,2023-04-11 14:13:39,2023-04-11 07:13:39,Administrator
2992,279,0,Linear Attenuation Coefficient and Image Quality of Polyvinyl Alcohol Filament Using Computed Radiography-Mammography as Equivalent Phantom Tissue,Full Paper Progress 2 was Changed to Revised,2023-04-11 14:13:39,2023-04-11 07:13:39,Administrator
2993,241,0,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Full Paper Acceptance was Changed to Yes,2023-04-12 14:32:55,2023-04-12 07:32:55,Administrator
2994,241,0,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Full Paper Revision Progress 1 was Changed to Passed,2023-04-12 14:32:55,2023-04-12 07:32:55,Administrator
2995,241,0,"Plant Diversity in Mount Tujuh Forest, Kerinci Seblat National Park and Its Conservation Efforts",Full Paper Revision Progress 2 was Changed to Passed,2023-04-12 14:32:55,2023-04-12 07:32:55,Administrator
2996,212,0,Application of Plant Growth Regulator (PGR) and Vitamin B1 on Root and Leave Tissue Growth of Rhizophora mucronata Lamk.,Full Paper Acceptance was Changed to Yes,2023-04-12 14:34:11,2023-04-12 07:34:11,Administrator
2997,213,0,The Effect of Packaging Materials on The Quality of Salak Pondoh (Salacca Zalacca (Gaertn.) Voss),Full Paper Acceptance was Changed to Yes,2023-04-12 14:35:03,2023-04-12 07:35:03,Administrator
2998,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Acceptance was Changed to Yes,2023-04-12 14:38:25,2023-04-12 07:38:25,Administrator
2999,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Progress 1 was Changed to Passed,2023-04-12 14:38:25,2023-04-12 07:38:25,Administrator
3000,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Progress 2 was Changed to Passed,2023-04-12 14:38:25,2023-04-12 07:38:25,Administrator
3001,243,0,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Full Paper Acceptance was Changed to Yes,2023-04-12 14:40:36,2023-04-12 07:40:36,Administrator
3002,243,0,"Molecular Characterization Of The rbcL Gene Encoding The Protein RuBisCO, In Silico Analysis And Proximate Analysis In Potato (Solanum tuberosum L.) Exposed To Frost In The Dieng Mountains",Full Paper Progress 1 was Changed to Passed,2023-04-12 14:40:36,2023-04-12 07:40:36,Administrator
3003,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Acceptance was Changed to Waiting,2023-04-12 14:46:49,2023-04-12 07:46:49,Administrator
3004,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Progress 1 was Changed to Revised,2023-04-12 14:50:01,2023-04-12 07:50:01,Administrator
3005,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Progress 2 was Changed to Process,2023-04-12 14:50:01,2023-04-12 07:50:01,Administrator
3006,225,0,Growth,Revised Full Paper was uploaded,2023-04-12 22:07:15,2023-04-12 15:07:15,Anis Afifah
3007,229,0,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Revised Full Paper was uploaded,2023-04-13 09:35:10,2023-04-13 02:35:10,Damar Nurwahyu Bima.
3008,238,0,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Full Paper Progress 1 was Changed to Revised,2023-04-13 10:39:43,2023-04-13 03:39:43,Administrator
3009,238,0,A,Revised Full Paper was uploaded,2023-04-14 10:00:58,2023-04-14 03:00:58,Muhammad Imam Surya
3010,264,0,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Full Paper Progress 2 was Changed to Revised,2023-04-14 14:10:05,2023-04-14 07:10:05,Administrator
3011,264,0,The Application of Gaussian Copula Regression For Exploring The Effect of weather to Covid-19 in Jakarta,Revised Full Paper was uploaded,2023-04-14 14:10:39,2023-04-14 07:10:39,Panji.
3012,298,0,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Revised Full Paper was uploaded,2023-04-14 14:58:02,2023-04-14 07:58:02,Yayuk.
3013,298,0,THE CORROSION BEHAVIOUR BINARY Ti-Zr-ALLOY FOR BIO MATERIALS  IMPLANTS  IN SIMULATION BODY FLUID RINGER LACTATE  SOLUTION BY ELECTROCHEMICALMETHODS,Full Paper Acceptance was Changed to Yes,2023-04-14 14:58:32,2023-04-14 07:58:32,Administrator
3014,231,0,Automatic,Revised Full Paper was uploaded,2023-04-16 09:49:02,2023-04-16 02:49:02,Catur Edi Widodo
3015,231,0,Automatic,Revised 2 Full Paper was uploaded,2023-04-16 09:49:52,2023-04-16 02:49:52,Catur Edi Widodo
3016,232,0,Automatic,Revised Full Paper was uploaded,2023-04-16 10:03:11,2023-04-16 03:03:11,Catur Edi Widodo
3017,232,0,Automatic,Revised 2 Full Paper was uploaded,2023-04-16 10:03:52,2023-04-16 03:03:52,Catur Edi Widodo
3018,264,0,The,Revised 2 Full Paper was uploaded,2023-04-17 14:40:44,2023-04-17 07:40:44,Pepi Novianti
3019,228,0,Chance-constrained,Revised Full Paper was uploaded,2023-04-17 15:39:33,2023-04-17 08:39:33,Sunarsih Sunarsih
3020,195,0,A,Revised Full Paper was uploaded,2023-04-25 19:07:37,2023-04-25 12:07:37,Nova Dwi Rizki Rahmadawati
3021,195,0,A,Revised 2 Full Paper was uploaded,2023-04-25 19:08:06,2023-04-25 12:08:06,Nova Dwi Rizki Rahmadawati
3022,239,0,Optimization,Revised Full Paper was uploaded,2023-04-27 23:59:22,2023-04-27 16:59:22,Fajar Arianto
3023,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:00:12,2023-04-27 17:00:12,Fajar Arianto
3024,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:01:02,2023-04-27 17:01:02,Fajar Arianto
3025,239,0,Optimization,Revised 2 Full Paper was uploaded,2023-04-28 00:02:14,2023-04-27 17:02:14,Fajar Arianto
3026,240,0,Characterization,Revised Full Paper was uploaded,2023-04-28 00:04:23,2023-04-27 17:04:23,Fajar Arianto
3027,240,0,Characterization,Revised 2 Full Paper was uploaded,2023-04-28 00:04:39,2023-04-27 17:04:39,Fajar Arianto
3028,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:04:59,2023-04-27 17:04:59,Fajar Arianto
3029,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:08:12,2023-04-27 17:08:12,Fajar Arianto
3030,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:08:32,2023-04-27 17:08:32,Fajar Arianto
3031,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Plagiarism was uploaded,2023-04-28 00:09:27,2023-04-27 17:09:27,Fajar Arianto
3032,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Acceptance was Changed to Yes,2023-04-28 01:14:30,2023-04-27 18:14:30,Administrator
3033,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Progress 1 was Changed to Passed,2023-04-28 01:14:30,2023-04-27 18:14:30,Administrator
3034,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Progress 2 was Changed to Passed,2023-04-28 01:14:30,2023-04-27 18:14:30,Administrator
3035,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Acceptance was Changed to Yes,2023-04-28 01:22:02,2023-04-27 18:22:02,Administrator
3036,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Progress 1 was Changed to Passed,2023-04-28 01:22:02,2023-04-27 18:22:02,Administrator
3037,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Progress 2 was Changed to Passed,2023-04-28 01:22:02,2023-04-27 18:22:02,Administrator
3038,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Acceptance was Changed to Yes,2023-04-28 01:25:18,2023-04-27 18:25:18,Administrator
3039,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Progress 1 was Changed to Passed,2023-04-28 01:25:18,2023-04-27 18:25:18,Administrator
3040,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Progress 2 was Changed to Passed,2023-04-28 01:25:18,2023-04-27 18:25:18,Administrator
3041,233,0,Text Data Labeling Process for Semi-Supervised Learning Modeling,Full Paper Acceptance was Changed to Yes,2023-04-28 01:29:28,2023-04-27 18:29:28,Administrator
3042,233,0,Text Data Labeling Process for Semi-Supervised Learning Modeling,Full Paper Progress 1 was Changed to Revised,2023-04-28 01:29:28,2023-04-27 18:29:28,Administrator
3043,233,0,Text Data Labeling Process for Semi-Supervised Learning Modeling,Full Paper Progress 2 was Changed to Revised,2023-04-28 01:29:28,2023-04-27 18:29:28,Administrator
3044,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Progress 1 was Changed to Revised,2023-04-28 01:30:03,2023-04-27 18:30:03,Administrator
3045,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Progress 2 was Changed to Revised,2023-04-28 01:30:03,2023-04-27 18:30:03,Administrator
3046,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Progress 1 was Changed to Revised,2023-04-28 01:30:39,2023-04-27 18:30:39,Administrator
3047,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Progress 2 was Changed to Revised,2023-04-28 01:30:39,2023-04-27 18:30:39,Administrator
3048,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Progress 1 was Changed to Revised,2023-04-28 01:32:49,2023-04-27 18:32:49,Administrator
3049,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Progress 2 was Changed to Revised,2023-04-28 01:32:49,2023-04-27 18:32:49,Administrator
3050,253,0,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Full Paper Acceptance was Changed to Yes,2023-04-28 01:44:44,2023-04-27 18:44:44,Administrator
3051,253,0,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Full Paper Progress 1 was Changed to Revised,2023-04-28 01:44:44,2023-04-27 18:44:44,Administrator
3052,253,0,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Full Paper Progress 2 was Changed to Revised,2023-04-28 01:44:44,2023-04-27 18:44:44,Administrator
3053,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Full Paper Acceptance was Changed to Yes,2023-04-28 01:51:09,2023-04-27 18:51:09,Administrator
3054,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Full Paper Progress 1 was Changed to Revised,2023-04-28 01:51:09,2023-04-27 18:51:09,Administrator
3055,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Full Paper Progress 2 was Changed to Revised,2023-04-28 01:51:09,2023-04-27 18:51:09,Administrator
3056,279,0,Linear,Revised Full Paper was uploaded,2023-05-02 12:49:40,2023-05-02 05:49:40,Aditya Prayugo Hariyanto
3057,233,0,Text,Revised Full Paper was uploaded,2023-05-02 14:41:55,2023-05-02 07:41:55,Ahmad Abdul Chamid
3058,238,0,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Full Paper Acceptance was Changed to Yes,2023-05-03 08:30:38,2023-05-03 01:30:38,Administrator
3059,238,0,A Preliminary Study on Pollination of Prunus sp in Cibodas Botanic Gardens,Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 08:30:38,2023-05-03 01:30:38,Administrator
3060,229,0,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Full Paper Acceptance was Changed to Yes,2023-05-03 08:37:58,2023-05-03 01:37:58,Administrator
3061,229,0,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 08:37:58,2023-05-03 01:37:58,Administrator
3062,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Acceptance was Changed to Yes,2023-05-03 08:40:11,2023-05-03 01:40:11,Administrator
3063,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 08:40:11,2023-05-03 01:40:11,Administrator
3064,229,0,Impact of Growth Location on The Differentiation of Environment Drivers of Tannin Accumulation In Avicennia Marina,Revised Full Paper was uploaded,2023-05-03 09:54:50,2023-05-03 02:54:50,Damar Nurwahyu Bima.
3065,211,0,Application of Ordered Statistics to Lifetime Lamp With Exponential Distribution,Full Paper Progress 1 was Changed to Revised,2023-05-03 12:32:40,2023-05-03 05:32:40,Reviewer 1
3066,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Revised Full Paper was uploaded,2023-05-03 13:27:10,2023-05-03 06:27:10,Panji.
3067,258,0,"STABILITY ANALYSIS OF THE SVEIAQR MODEL OF THE SPREAD OF COVID-19 IN BANTEN, INDONESIA",Revised Full Paper was uploaded,2023-05-03 13:29:17,2023-05-03 06:29:17,Panji.
3068,254,0,Development of 3D Tomography Image Reconstruction System to Determine Discontinuity Dimensions in Objects Using Digital Radiography (DR).,Full Paper Acceptance was Changed to Waiting,2023-05-03 13:41:41,2023-05-03 06:41:41,Administrator
3069,242,0,USABILITY TESTING OF EVALUATION AND DESIGN ON DANA AND OVO APPLICATIONS,Full Paper Acceptance was Changed to Waiting,2023-05-03 13:42:37,2023-05-03 06:42:37,Administrator
3070,253,0,Evaluation of the governance of a E-Report Information System with COBIT 2019 Framework (case study: at Public High School),Full Paper Acceptance was Changed to Waiting,2023-05-03 13:43:57,2023-05-03 06:43:57,Administrator
3071,310,0,Survival Analysis With Log-Burr XII Regression On Diabetes Patients,Full Paper Acceptance was Changed to Waiting,2023-05-03 13:45:03,2023-05-03 06:45:03,Administrator
3072,294,0,Development of Lighting Control and Monitoring System for Smart Home based on Internet of Things,Full Paper Acceptance was Changed to Waiting,2023-05-03 13:45:35,2023-05-03 06:45:35,Administrator
3073,225,0,Growth Rate and Molecular Identification of two Chlorella sp. from Balai Besar Perikanan Budidaya Air Payau (BBPBAP) Jepara,Revised Full Paper was uploaded,2023-05-03 14:47:32,2023-05-03 07:47:32,Damar Nurwahyu Bima.
3074,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Full Paper Progress 1 was Changed to Revised,2023-05-03 15:05:23,2023-05-03 08:05:23,Administrator
3075,239,0,Optimization of Silicon Rubber-Cu Composites as Bolus in Radiotherapy using Monte Carlo Simulation,Full Paper Progress 2 was Changed to Revised,2023-05-03 15:05:23,2023-05-03 08:05:23,Administrator
3076,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Full Paper Revision Progress 1 was Changed to Revised,2023-05-03 15:06:16,2023-05-03 08:06:16,Administrator
3077,240,0,Characterization of Natural Rubber and Silicone Rubber Properties as Bolus for Radiotherapy using Monte Carlo Simulation,Full Paper Revision Progress 2 was Changed to Revised,2023-05-03 15:06:16,2023-05-03 08:06:16,Administrator
3078,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper Revision Progress 2 was Changed to Passed,2023-05-03 15:59:04,2023-05-03 08:59:04,Reviewer 2
3079,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 16:00:50,2023-05-03 09:00:50,Reviewer 1
3080,311,0,Simulations of a Dynamical Portfolio Consist of Stocks and Options for Investment during the COVID-19 pandemic,Full Paper Acceptance was Changed to Yes,2023-05-03 16:02:20,2023-05-03 09:02:20,Administrator
3081,228,0,Chance-constrained Programming Approach for Optimizing the Performance of Domestic Wastewater Stabilization Ponds Under Uncertainty and Chance-based Policy: The Static Case,Full Paper Acceptance was Changed to Yes,2023-05-03 16:03:27,2023-05-03 09:03:27,Administrator
3082,228,0,Chance-constrained Programming Approach for Optimizing the Performance of Domestic Wastewater Stabilization Ponds Under Uncertainty and Chance-based Policy: The Static Case,Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 16:03:27,2023-05-03 09:03:27,Administrator
3083,258,0,"STABILITY ANALYSIS OF THE SVEIAQR MODEL OF THE SPREAD OF COVID-19 IN BANTEN, INDONESIA",Full Paper Acceptance was Changed to Yes,2023-05-03 16:07:04,2023-05-03 09:07:04,Administrator
3084,258,0,"STABILITY ANALYSIS OF THE SVEIAQR MODEL OF THE SPREAD OF COVID-19 IN BANTEN, INDONESIA",Full Paper Revision Progress 1 was Changed to Passed,2023-05-03 16:07:04,2023-05-03 09:07:04,Administrator
3085,262,0,Henstock-Kurzweil,Revised Full Paper was uploaded,2023-05-06 13:04:07,2023-05-06 06:04:07,Abdul Aziz
3086,262,0,Henstock-Kurzweil,Revised 2 Full Paper was uploaded,2023-05-06 13:05:59,2023-05-06 06:05:59,Abdul Aziz
3087,210,0,Covid-19 Cure Factors and Multivariable Hazard Function Using Multiple Periode Logit Model,Full Paper Progress 1 was Changed to Revised,2023-05-08 09:57:30,2023-05-08 02:57:30,Reviewer 1
3088,210,0,Covid-19 Cure Factors and Multivariable Hazard Function Using Multiple Periode Logit Model,Full Paper Progress 2 was Changed to Passed,2023-05-08 09:57:30,2023-05-08 02:57:30,Reviewer 2
